site,plot,drought,year,month,day,vwc,date,week.num,julian
Kinsella,Ki-A5-5,ambient,2017,5,28,0.306041667,2017-05-28,21,148
Kinsella,Ki-A5-5,ambient,2017,5,29,0.291875,2017-05-29,22,149
Kinsella,Ki-A5-5,ambient,2017,5,30,0.27075,2017-05-30,22,150
Kinsella,Ki-A5-5,ambient,2017,5,31,0.241916667,2017-05-31,22,151
Kinsella,Ki-A5-5,ambient,2017,6,1,0.217583333,2017-06-01,22,152
Kinsella,Ki-A5-5,ambient,2017,6,2,0.260291667,2017-06-02,22,153
Kinsella,Ki-A5-5,ambient,2017,6,3,0.295083333,2017-06-03,22,154
Kinsella,Ki-A5-5,ambient,2017,6,4,0.283541667,2017-06-04,22,155
Kinsella,Ki-A5-5,ambient,2017,6,5,0.320916667,2017-06-05,23,156
Kinsella,Ki-A5-5,ambient,2017,6,6,0.313916667,2017-06-06,23,157
Kinsella,Ki-A5-5,ambient,2017,6,7,0.298833333,2017-06-07,23,158
Kinsella,Ki-A5-5,ambient,2017,6,8,0.275958333,2017-06-08,23,159
Kinsella,Ki-A5-5,ambient,2017,6,9,0.24725,2017-06-09,23,160
Kinsella,Ki-A5-5,ambient,2017,6,10,0.314708333,2017-06-10,23,161
Kinsella,Ki-A5-5,ambient,2017,6,11,0.320083333,2017-06-11,23,162
Kinsella,Ki-A5-5,ambient,2017,6,12,0.311958333,2017-06-12,24,163
Kinsella,Ki-A5-5,ambient,2017,6,13,0.314458333,2017-06-13,24,164
Kinsella,Ki-A5-5,ambient,2017,6,14,0.338625,2017-06-14,24,165
Kinsella,Ki-A5-5,ambient,2017,6,15,0.347416667,2017-06-15,24,166
Kinsella,Ki-A5-5,ambient,2017,6,16,0.34025,2017-06-16,24,167
Kinsella,Ki-A5-5,ambient,2017,6,17,0.335125,2017-06-17,24,168
Kinsella,Ki-A5-5,ambient,2017,6,18,0.32625,2017-06-18,24,169
Kinsella,Ki-A5-5,ambient,2017,6,19,0.32525,2017-06-19,25,170
Kinsella,Ki-A5-5,ambient,2017,6,20,0.319375,2017-06-20,25,171
Kinsella,Ki-A5-5,ambient,2017,6,21,0.340375,2017-06-21,25,172
Kinsella,Ki-A5-5,ambient,2017,6,22,0.345666667,2017-06-22,25,173
Kinsella,Ki-A5-5,ambient,2017,6,23,0.330291667,2017-06-23,25,174
Kinsella,Ki-A5-5,ambient,2017,6,24,0.322541667,2017-06-24,25,175
Kinsella,Ki-A5-5,ambient,2017,6,25,0.315666667,2017-06-25,25,176
Kinsella,Ki-A5-5,ambient,2017,6,26,0.305291667,2017-06-26,26,177
Kinsella,Ki-A5-5,ambient,2017,6,27,0.291166667,2017-06-27,26,178
Kinsella,Ki-A5-5,ambient,2017,6,28,0.276458333,2017-06-28,26,179
Kinsella,Ki-A5-5,ambient,2017,6,29,0.262625,2017-06-29,26,180
Kinsella,Ki-A5-5,ambient,2017,6,30,0.2455,2017-06-30,26,181
Kinsella,Ki-A5-5,ambient,2017,7,1,0.2325,2017-07-01,26,182
Kinsella,Ki-A5-5,ambient,2017,7,2,0.272541667,2017-07-02,26,183
Kinsella,Ki-A5-5,ambient,2017,7,3,0.246833333,2017-07-03,27,184
Kinsella,Ki-A5-5,ambient,2017,7,4,0.220208333,2017-07-04,27,185
Kinsella,Ki-A5-5,ambient,2017,7,5,0.1975,2017-07-05,27,186
Kinsella,Ki-A5-5,ambient,2017,7,6,0.180791667,2017-07-06,27,187
Kinsella,Ki-A5-5,ambient,2017,7,7,0.168416667,2017-07-07,27,188
Kinsella,Ki-A5-5,ambient,2017,7,8,0.158583333,2017-07-08,27,189
Kinsella,Ki-A5-5,ambient,2017,7,9,0.155458333,2017-07-09,27,190
Kinsella,Ki-A5-5,ambient,2017,7,10,0.287708333,2017-07-10,28,191
Kinsella,Ki-A5-5,ambient,2017,7,11,0.278291667,2017-07-11,28,192
Kinsella,Ki-A5-5,ambient,2017,7,12,0.314958333,2017-07-12,28,193
Kinsella,Ki-A5-5,ambient,2017,7,13,0.298833333,2017-07-13,28,194
Kinsella,Ki-A5-5,ambient,2017,7,14,0.282625,2017-07-14,28,195
Kinsella,Ki-A5-5,ambient,2017,7,15,0.259125,2017-07-15,28,196
Kinsella,Ki-A5-5,ambient,2017,7,16,0.25575,2017-07-16,28,197
Kinsella,Ki-A5-5,ambient,2017,7,17,0.280708333,2017-07-17,29,198
Kinsella,Ki-A5-5,ambient,2017,7,18,0.264666667,2017-07-18,29,199
Kinsella,Ki-A5-5,ambient,2017,7,19,0.242625,2017-07-19,29,200
Kinsella,Ki-A5-5,ambient,2017,7,20,0.221,2017-07-20,29,201
Kinsella,Ki-A5-5,ambient,2017,7,21,0.200875,2017-07-21,29,202
Kinsella,Ki-A5-5,ambient,2017,7,22,0.167416667,2017-07-22,29,203
Kinsella,Ki-A5-5,ambient,2017,7,23,0.126583333,2017-07-23,29,204
Kinsella,Ki-A5-5,ambient,2017,7,24,0.286958333,2017-07-24,30,205
Kinsella,Ki-A5-5,ambient,2017,7,25,0.282125,2017-07-25,30,206
Kinsella,Ki-A5-5,ambient,2017,7,26,0.255666667,2017-07-26,30,207
Kinsella,Ki-A5-5,ambient,2017,7,27,0.223041667,2017-07-27,30,208
Kinsella,Ki-A5-5,ambient,2017,7,28,0.196625,2017-07-28,30,209
Kinsella,Ki-A5-5,ambient,2017,7,29,0.17625,2017-07-29,30,210
Kinsella,Ki-A5-5,ambient,2017,7,30,0.157291667,2017-07-30,30,211
Kinsella,Ki-A5-5,ambient,2017,7,31,0.141125,2017-07-31,31,212
Kinsella,Ki-A5-5,ambient,2017,8,1,0.13975,2017-08-01,31,213
Kinsella,Ki-A5-5,ambient,2017,8,2,0.150541667,2017-08-02,31,214
Kinsella,Ki-A5-5,ambient,2017,8,3,0.13875,2017-08-03,31,215
Kinsella,Ki-A5-5,ambient,2017,8,4,0.215,2017-08-04,31,216
Kinsella,Ki-A5-5,ambient,2017,8,5,0.261083333,2017-08-05,31,217
Kinsella,Ki-A5-5,ambient,2017,8,6,0.236208333,2017-08-06,31,218
Kinsella,Ki-A5-5,ambient,2017,8,7,0.210458333,2017-08-07,32,219
Kinsella,Ki-A5-5,ambient,2017,8,8,0.198333333,2017-08-08,32,220
Kinsella,Ki-A5-5,ambient,2017,8,9,0.170083333,2017-08-09,32,221
Kinsella,Ki-A5-5,ambient,2017,8,10,0.145,2017-08-10,32,222
Kinsella,Ki-A5-5,ambient,2017,8,11,0.130958333,2017-08-11,32,223
Kinsella,Ki-A5-5,ambient,2017,8,12,0.119458333,2017-08-12,32,224
Kinsella,Ki-A5-5,ambient,2017,8,13,0.111208333,2017-08-13,32,225
Kinsella,Ki-A5-5,ambient,2017,8,14,0.169541667,2017-08-14,33,226
Kinsella,Ki-A5-5,ambient,2017,8,15,0.220791667,2017-08-15,33,227
Kinsella,Ki-A5-5,ambient,2017,8,16,0.211625,2017-08-16,33,228
Kinsella,Ki-A5-5,ambient,2017,8,17,0.177125,2017-08-17,33,229
Kinsella,Ki-A5-5,ambient,2017,8,18,0.145333333,2017-08-18,33,230
Kinsella,Ki-A5-5,ambient,2017,8,19,0.126583333,2017-08-19,33,231
Kinsella,Ki-A5-5,ambient,2017,8,20,0.118208333,2017-08-20,33,232
Kinsella,Ki-A5-5,ambient,2017,8,21,0.115541667,2017-08-21,34,233
Kinsella,Ki-A5-5,ambient,2017,8,22,0.111791667,2017-08-22,34,234
Kinsella,Ki-A5-5,ambient,2017,8,23,0.10625,2017-08-23,34,235
Kinsella,Ki-A5-5,ambient,2017,8,24,0.101458333,2017-08-24,34,236
Kinsella,Ki-A5-5,ambient,2017,8,25,0.099,2017-08-25,34,237
Kinsella,Ki-A5-5,ambient,2017,8,26,0.094583333,2017-08-26,34,238
Kinsella,Ki-A5-5,ambient,2017,8,27,0.09225,2017-08-27,34,239
Kinsella,Ki-A5-5,ambient,2017,8,28,0.089666667,2017-08-28,35,240
Kinsella,Ki-A5-5,ambient,2017,8,29,0.087458333,2017-08-29,35,241
Kinsella,Ki-A5-5,ambient,2017,8,30,0.085041667,2017-08-30,35,242
Kinsella,Ki-A5-5,ambient,2017,8,31,0.086583333,2017-08-31,35,243
Kinsella,Ki-A5-5,ambient,2017,9,1,0.085416667,2017-09-01,35,244
Kinsella,Ki-A5-5,ambient,2017,9,2,0.085458333,2017-09-02,35,245
Kinsella,Ki-A5-5,ambient,2017,9,3,0.08425,2017-09-03,35,246
Kinsella,Ki-A5-5,ambient,2017,9,4,0.081416667,2017-09-04,36,247
Kinsella,Ki-A5-5,ambient,2017,9,5,0.078791667,2017-09-05,36,248
Kinsella,Ki-A5-5,ambient,2017,9,6,0.077166667,2017-09-06,36,249
Kinsella,Ki-A5-5,ambient,2017,9,7,0.074583333,2017-09-07,36,250
Kinsella,Ki-A5-5,ambient,2017,9,8,0.070875,2017-09-08,36,251
Kinsella,Ki-A5-5,ambient,2017,9,9,0.071958333,2017-09-09,36,252
Kinsella,Ki-A5-5,ambient,2017,9,10,0.075666667,2017-09-10,36,253
Kinsella,Ki-A5-5,ambient,2017,9,11,0.073083333,2017-09-11,37,254
Kinsella,Ki-A5-5,ambient,2017,9,12,0.072875,2017-09-12,37,255
Kinsella,Ki-A5-5,ambient,2017,9,13,0.099541667,2017-09-13,37,256
Kinsella,Ki-A5-5,ambient,2017,9,14,0.153916667,2017-09-14,37,257
Kinsella,Ki-A5-5,ambient,2017,9,15,0.140083333,2017-09-15,37,258
Kinsella,Ki-A5-5,ambient,2017,9,16,0.127958333,2017-09-16,37,259
Kinsella,Ki-A5-5,ambient,2017,9,17,0.116666667,2017-09-17,37,260
Kinsella,Ki-A5-5,ambient,2017,9,18,0.106708333,2017-09-18,38,261
Kinsella,Ki-A5-5,ambient,2017,9,19,0.1535,2017-09-19,38,262
Kinsella,Ki-A5-5,ambient,2017,9,20,0.16775,2017-09-20,38,263
Kinsella,Ki-A5-5,ambient,2017,9,21,0.162,2017-09-21,38,264
Kinsella,Ki-A5-5,ambient,2017,9,22,0.169333333,2017-09-22,38,265
Kinsella,Ki-A5-5,ambient,2017,9,23,0.185583333,2017-09-23,38,266
Kinsella,Ki-A5-5,ambient,2017,9,24,0.175833333,2017-09-24,38,267
Kinsella,Ki-A5-5,ambient,2017,9,25,0.157416667,2017-09-25,39,268
Kinsella,Ki-A5-5,ambient,2017,9,26,0.140541667,2017-09-26,39,269
Kinsella,Ki-A5-5,ambient,2017,9,27,0.127958333,2017-09-27,39,270
Kinsella,Ki-A5-5,ambient,2017,9,28,0.116541667,2017-09-28,39,271
Kinsella,Ki-A5-5,ambient,2017,9,29,0.105708333,2017-09-29,39,272
Kinsella,Ki-A5-5,ambient,2017,9,30,0.097375,2017-09-30,39,273
Kinsella,Ki-A5-5,ambient,2018,5,1,0.235958333,2018-05-01,18,121
Kinsella,Ki-A5-5,ambient,2018,5,2,0.235458333,2018-05-02,18,122
Kinsella,Ki-A5-5,ambient,2018,5,3,0.234541667,2018-05-03,18,123
Kinsella,Ki-A5-5,ambient,2018,5,4,0.230833333,2018-05-04,18,124
Kinsella,Ki-A5-5,ambient,2018,5,5,0.22825,2018-05-05,18,125
Kinsella,Ki-A5-5,ambient,2018,5,6,0.225583333,2018-05-06,18,126
Kinsella,Ki-A5-5,ambient,2018,5,7,0.221583333,2018-05-07,19,127
Kinsella,Ki-A5-5,ambient,2018,5,8,0.232041667,2018-05-08,19,128
Kinsella,Ki-A5-5,ambient,2018,5,9,0.227166667,2018-05-09,19,129
Kinsella,Ki-A5-5,ambient,2018,5,10,0.233833333,2018-05-10,19,130
Kinsella,Ki-A5-5,ambient,2018,5,11,0.23025,2018-05-11,19,131
Kinsella,Ki-A5-5,ambient,2018,5,12,0.22325,2018-05-12,19,132
Kinsella,Ki-A5-5,ambient,2018,5,13,0.216,2018-05-13,19,133
Kinsella,Ki-A5-5,ambient,2018,5,14,0.208333333,2018-05-14,20,134
Kinsella,Ki-A5-5,ambient,2018,5,15,0.1995,2018-05-15,20,135
Kinsella,Ki-A5-5,ambient,2018,5,16,0.189416667,2018-05-16,20,136
Kinsella,Ki-A5-5,ambient,2018,5,17,0.231375,2018-05-17,20,137
Kinsella,Ki-A5-5,ambient,2018,5,18,0.238625,2018-05-18,20,138
Kinsella,Ki-A5-5,ambient,2018,5,19,0.226583333,2018-05-19,20,139
Kinsella,Ki-A5-5,ambient,2018,5,20,0.21475,2018-05-20,20,140
Kinsella,Ki-A5-5,ambient,2018,5,21,0.202166667,2018-05-21,21,141
Kinsella,Ki-A5-5,ambient,2018,5,22,0.189291667,2018-05-22,21,142
Kinsella,Ki-A5-5,ambient,2018,5,23,0.174916667,2018-05-23,21,143
Kinsella,Ki-A5-5,ambient,2018,5,24,0.161583333,2018-05-24,21,144
Kinsella,Ki-A5-5,ambient,2018,5,25,0.150958333,2018-05-25,21,145
Kinsella,Ki-A5-5,ambient,2018,5,26,0.139125,2018-05-26,21,146
Kinsella,Ki-A5-5,ambient,2018,5,27,0.130666667,2018-05-27,21,147
Kinsella,Ki-A5-5,ambient,2018,5,28,0.123083333,2018-05-28,22,148
Kinsella,Ki-A5-5,ambient,2018,5,29,0.115291667,2018-05-29,22,149
Kinsella,Ki-A5-5,ambient,2018,5,30,0.2045,2018-05-30,22,150
Kinsella,Ki-A5-5,ambient,2018,5,31,0.219666667,2018-05-31,22,151
Kinsella,Ki-A5-5,ambient,2018,6,1,0.24325,2018-06-01,22,152
Kinsella,Ki-A5-5,ambient,2018,6,2,0.238416667,2018-06-02,22,153
Kinsella,Ki-A5-5,ambient,2018,6,3,0.219833333,2018-06-03,22,154
Kinsella,Ki-A5-5,ambient,2018,6,4,0.206541667,2018-06-04,23,155
Kinsella,Ki-A5-5,ambient,2018,6,5,0.246375,2018-06-05,23,156
Kinsella,Ki-A5-5,ambient,2018,6,6,0.226375,2018-06-06,23,157
Kinsella,Ki-A5-5,ambient,2018,6,7,0.208666667,2018-06-07,23,158
Kinsella,Ki-A5-5,ambient,2018,6,8,0.188,2018-06-08,23,159
Kinsella,Ki-A5-5,ambient,2018,6,9,0.177458333,2018-06-09,23,160
Kinsella,Ki-A5-5,ambient,2018,6,10,0.229083333,2018-06-10,23,161
Kinsella,Ki-A5-5,ambient,2018,6,11,0.254875,2018-06-11,24,162
Kinsella,Ki-A5-5,ambient,2018,6,12,0.235208333,2018-06-12,24,163
Kinsella,Ki-A5-5,ambient,2018,6,13,0.217208333,2018-06-13,24,164
Kinsella,Ki-A5-5,ambient,2018,6,14,0.20025,2018-06-14,24,165
Kinsella,Ki-A5-5,ambient,2018,6,15,0.185541667,2018-06-15,24,166
Kinsella,Ki-A5-5,ambient,2018,6,16,0.208541667,2018-06-16,24,167
Kinsella,Ki-A5-5,ambient,2018,6,17,0.188416667,2018-06-17,24,168
Kinsella,Ki-A5-5,ambient,2018,6,18,0.163,2018-06-18,25,169
Kinsella,Ki-A5-5,ambient,2018,6,19,0.138416667,2018-06-19,25,170
Kinsella,Ki-A5-5,ambient,2018,6,20,0.121208333,2018-06-20,25,171
Kinsella,Ki-A5-5,ambient,2018,6,21,0.110625,2018-06-21,25,172
Kinsella,Ki-A5-5,ambient,2018,6,22,0.105541667,2018-06-22,25,173
Kinsella,Ki-A5-5,ambient,2018,6,23,0.102416667,2018-06-23,25,174
Kinsella,Ki-A5-5,ambient,2018,6,24,0.098666667,2018-06-24,25,175
Kinsella,Ki-A5-5,ambient,2018,6,25,0.095125,2018-06-25,26,176
Kinsella,Ki-A5-5,ambient,2018,6,26,0.108791667,2018-06-26,26,177
Kinsella,Ki-A5-5,ambient,2018,6,27,0.109083333,2018-06-27,26,178
Kinsella,Ki-A5-5,ambient,2018,6,28,0.098333333,2018-06-28,26,179
Kinsella,Ki-A5-5,ambient,2018,6,29,0.094458333,2018-06-29,26,180
Kinsella,Ki-A5-5,ambient,2018,6,30,0.1125,2018-06-30,26,181
Kinsella,Ki-A5-5,ambient,2018,7,1,0.1795,2018-07-01,26,182
Kinsella,Ki-A5-5,ambient,2018,7,2,0.152125,2018-07-02,27,183
Kinsella,Ki-A5-5,ambient,2018,7,3,0.182375,2018-07-03,27,184
Kinsella,Ki-A5-5,ambient,2018,7,4,0.22175,2018-07-04,27,185
Kinsella,Ki-A5-5,ambient,2018,7,5,0.194291667,2018-07-05,27,186
Kinsella,Ki-A5-5,ambient,2018,7,6,0.168166667,2018-07-06,27,187
Kinsella,Ki-A5-5,ambient,2018,7,7,0.143541667,2018-07-07,27,188
Kinsella,Ki-A5-5,ambient,2018,7,8,0.126333333,2018-07-08,27,189
Kinsella,Ki-A5-5,ambient,2018,7,9,0.114208333,2018-07-09,28,190
Kinsella,Ki-A5-5,ambient,2018,7,10,0.124541667,2018-07-10,28,191
Kinsella,Ki-A5-5,ambient,2018,7,11,0.236291667,2018-07-11,28,192
Kinsella,Ki-A5-5,ambient,2018,7,12,0.2035,2018-07-12,28,193
Kinsella,Ki-A5-5,ambient,2018,7,13,0.178291667,2018-07-13,28,194
Kinsella,Ki-A5-5,ambient,2018,7,14,0.205125,2018-07-14,28,195
Kinsella,Ki-A5-5,ambient,2018,7,15,0.186375,2018-07-15,28,196
Kinsella,Ki-A5-5,ambient,2018,7,16,0.157208333,2018-07-16,29,197
Kinsella,Ki-A5-5,ambient,2018,7,17,0.129916667,2018-07-17,29,198
Kinsella,Ki-A5-5,ambient,2018,7,18,0.1525,2018-07-18,29,199
Kinsella,Ki-A5-5,ambient,2018,7,19,0.170291667,2018-07-19,29,200
Kinsella,Ki-A5-5,ambient,2018,7,20,0.150458333,2018-07-20,29,201
Kinsella,Ki-A5-5,ambient,2018,7,21,0.150708333,2018-07-21,29,202
Kinsella,Ki-A5-5,ambient,2018,7,22,0.236375,2018-07-22,29,203
Kinsella,Ki-A5-5,ambient,2018,7,23,0.217333333,2018-07-23,30,204
Kinsella,Ki-A5-5,ambient,2018,7,24,0.197458333,2018-07-24,30,205
Kinsella,Ki-A5-5,ambient,2018,7,25,0.185041667,2018-07-25,30,206
Kinsella,Ki-A5-5,ambient,2018,7,26,0.166166667,2018-07-26,30,207
Kinsella,Ki-A5-5,ambient,2018,7,27,0.146958333,2018-07-27,30,208
Kinsella,Ki-A5-5,ambient,2018,7,28,0.130291667,2018-07-28,30,209
Kinsella,Ki-A5-5,ambient,2018,7,29,0.117458333,2018-07-29,30,210
Kinsella,Ki-A5-5,ambient,2018,7,30,0.108,2018-07-30,31,211
Kinsella,Ki-A5-5,ambient,2018,7,31,0.102333333,2018-07-31,31,212
Kinsella,Ki-A5-5,ambient,2018,8,1,0.098083333,2018-08-01,31,213
Kinsella,Ki-A5-5,ambient,2018,8,2,0.136041667,2018-08-02,31,214
Kinsella,Ki-A5-5,ambient,2018,8,3,0.1095,2018-08-03,31,215
Kinsella,Ki-A5-5,ambient,2018,8,4,0.166333333,2018-08-04,31,216
Kinsella,Ki-A5-5,ambient,2018,8,5,0.20175,2018-08-05,31,217
Kinsella,Ki-A5-5,ambient,2018,8,6,0.169958333,2018-08-06,32,218
Kinsella,Ki-A5-5,ambient,2018,8,7,0.1375,2018-08-07,32,219
Kinsella,Ki-A5-5,ambient,2018,8,8,0.116875,2018-08-08,32,220
Kinsella,Ki-A5-5,ambient,2018,8,9,0.104,2018-08-09,32,221
Kinsella,Ki-A5-5,ambient,2018,8,10,0.096583333,2018-08-10,32,222
Kinsella,Ki-A5-5,ambient,2018,8,11,0.091625,2018-08-11,32,223
Kinsella,Ki-A5-5,ambient,2018,8,12,0.134333333,2018-08-12,32,224
Kinsella,Ki-A5-5,ambient,2018,8,13,0.200375,2018-08-13,33,225
Kinsella,Ki-A5-5,ambient,2018,8,14,0.168708333,2018-08-14,33,226
Kinsella,Ki-A5-5,ambient,2018,8,15,0.142375,2018-08-15,33,227
Kinsella,Ki-A5-5,ambient,2018,8,16,0.129166667,2018-08-16,33,228
Kinsella,Ki-A5-5,ambient,2018,8,17,0.113416667,2018-08-17,33,229
Kinsella,Ki-A5-5,ambient,2018,8,18,0.101833333,2018-08-18,33,230
Kinsella,Ki-A5-5,ambient,2018,8,19,0.094666667,2018-08-19,33,231
Kinsella,Ki-A5-5,ambient,2018,8,20,0.09,2018-08-20,34,232
Kinsella,Ki-A5-5,ambient,2018,8,21,0.087583333,2018-08-21,34,233
Kinsella,Ki-A5-5,ambient,2018,8,22,0.084708333,2018-08-22,34,234
Kinsella,Ki-A5-5,ambient,2018,8,23,0.082916667,2018-08-23,34,235
Kinsella,Ki-A5-5,ambient,2018,8,24,0.081083333,2018-08-24,34,236
Kinsella,Ki-A5-5,ambient,2018,8,25,0.082,2018-08-25,34,237
Kinsella,Ki-A5-5,ambient,2018,8,26,0.081583333,2018-08-26,34,238
Kinsella,Ki-A5-5,ambient,2018,8,27,0.08025,2018-08-27,35,239
Kinsella,Ki-A5-5,ambient,2018,8,28,0.079458333,2018-08-28,35,240
Kinsella,Ki-A5-5,ambient,2018,8,29,0.085416667,2018-08-29,35,241
Kinsella,Ki-A5-5,ambient,2018,8,30,0.103125,2018-08-30,35,242
Kinsella,Ki-A5-5,ambient,2018,8,31,0.090875,2018-08-31,35,243
Kinsella,Ki-A5-5,ambient,2018,9,1,0.115333333,2018-09-01,35,244
Kinsella,Ki-A5-5,ambient,2018,9,2,0.112208333,2018-09-02,35,245
Kinsella,Ki-A5-5,ambient,2018,9,3,0.102333333,2018-09-03,36,246
Kinsella,Ki-A5-5,ambient,2018,9,4,0.099708333,2018-09-04,36,247
Kinsella,Ki-A5-5,ambient,2018,9,5,0.09275,2018-09-05,36,248
Kinsella,Ki-A5-5,ambient,2018,9,6,0.087291667,2018-09-06,36,249
Kinsella,Ki-A5-5,ambient,2018,9,7,0.085916667,2018-09-07,36,250
Kinsella,Ki-A5-5,ambient,2018,9,8,0.082083333,2018-09-08,36,251
Kinsella,Ki-A5-5,ambient,2018,9,9,0.081625,2018-09-09,36,252
Kinsella,Ki-A5-5,ambient,2018,9,10,0.144291667,2018-09-10,37,253
Kinsella,Ki-A5-5,ambient,2018,9,11,0.185583333,2018-09-11,37,254
Kinsella,Ki-A5-5,ambient,2018,9,12,0.23275,2018-09-12,37,255
Kinsella,Ki-A5-5,ambient,2018,9,13,0.236541667,2018-09-13,37,256
Kinsella,Ki-A5-5,ambient,2018,9,14,0.235958333,2018-09-14,37,257
Kinsella,Ki-A5-5,ambient,2018,9,15,0.252166667,2018-09-15,37,258
Kinsella,Ki-A5-5,ambient,2018,9,16,0.253416667,2018-09-16,37,259
Kinsella,Ki-A5-5,ambient,2018,9,17,0.246625,2018-09-17,38,260
Kinsella,Ki-A5-5,ambient,2018,9,18,0.232916667,2018-09-18,38,261
Kinsella,Ki-A5-5,ambient,2018,9,19,0.22475,2018-09-19,38,262
Kinsella,Ki-A5-5,ambient,2019,5,14,0.254,2019-05-14,20,134
Kinsella,Ki-A5-5,ambient,2019,5,15,0.278875,2019-05-15,20,135
Kinsella,Ki-A5-5,ambient,2019,5,16,0.27525,2019-05-16,20,136
Kinsella,Ki-A5-5,ambient,2019,5,17,0.266166667,2019-05-17,20,137
Kinsella,Ki-A5-5,ambient,2019,5,18,0.256625,2019-05-18,20,138
Kinsella,Ki-A5-5,ambient,2019,5,19,0.247333333,2019-05-19,20,139
Kinsella,Ki-A5-5,ambient,2019,5,20,0.238333333,2019-05-20,21,140
Kinsella,Ki-A5-5,ambient,2019,5,21,0.230458333,2019-05-21,21,141
Kinsella,Ki-A5-5,ambient,2019,5,22,0.22375,2019-05-22,21,142
Kinsella,Ki-A5-5,ambient,2019,5,23,0.2165,2019-05-23,21,143
Kinsella,Ki-A5-5,ambient,2019,5,24,0.231375,2019-05-24,21,144
Kinsella,Ki-A5-5,ambient,2019,5,25,0.304875,2019-05-25,21,145
Kinsella,Ki-A5-5,ambient,2019,5,26,0.294833333,2019-05-26,21,146
Kinsella,Ki-A5-5,ambient,2019,5,27,0.2865,2019-05-27,22,147
Kinsella,Ki-A5-5,ambient,2019,5,28,0.275958333,2019-05-28,22,148
Kinsella,Ki-A5-5,ambient,2019,5,29,0.260875,2019-05-29,22,149
Kinsella,Ki-A5-5,ambient,2019,5,30,0.246375,2019-05-30,22,150
Kinsella,Ki-A5-5,ambient,2019,5,31,0.243125,2019-05-31,22,151
Kinsella,Ki-A5-5,ambient,2019,6,1,0.234958333,2019-06-01,22,152
Kinsella,Ki-A5-5,ambient,2019,6,2,0.222916667,2019-06-02,22,153
Kinsella,Ki-A5-5,ambient,2019,6,3,0.22475,2019-06-03,23,154
Kinsella,Ki-A5-5,ambient,2019,6,4,0.219375,2019-06-04,23,155
Kinsella,Ki-A5-5,ambient,2019,6,5,0.253833333,2019-06-05,23,156
Kinsella,Ki-A5-5,ambient,2019,6,6,0.25075,2019-06-06,23,157
Kinsella,Ki-A5-5,ambient,2019,6,7,0.315,2019-06-07,23,158
Kinsella,Ki-A5-5,ambient,2019,6,8,0.3095,2019-06-08,23,159
Kinsella,Ki-A5-5,ambient,2019,6,9,0.302166667,2019-06-09,23,160
Kinsella,Ki-A5-5,ambient,2019,6,10,0.294875,2019-06-10,24,161
Kinsella,Ki-A5-5,ambient,2019,6,11,0.285708333,2019-06-11,24,162
Kinsella,Ki-A5-5,ambient,2019,6,12,0.273375,2019-06-12,24,163
Kinsella,Ki-A5-5,ambient,2019,6,13,0.26125,2019-06-13,24,164
Kinsella,Ki-A5-5,ambient,2019,6,14,0.246083333,2019-06-14,24,165
